ticket_id,customer_id,issue_date,issue_type,resolution_date,satisfaction_score,resolution_time_hours
TICK_52229,ad2b60a04f13841b2e58de3556c2544b,2018-08-07,other,2018-08-13,5,154.5
TICK_93558,cf1b464894e6177033533c076c2ed5af,2018-09-12,product,2018-09-14,4,59.2
TICK_83879,c7d5c3347080c1ba85f7c9887d8e3440,2018-03-31,payment,2018-04-02,4,49.8
TICK_31831,be6c723c0dc6a8c587a7cc5ca2644927,2017-04-09,other,2017-04-12,3,74.6
TICK_21856,685bdb800c0df843bb14d7a7a241c0df,2017-01-26,product,2017-01-29,5,74.7
TICK_34730,48917c6bc62665546306ddf9da1170f4,2018-08-14,other,2018-08-16,5,48.8
TICK_40373,070dc02f224a841faaaa06dd571e33f0,2018-01-13,other,2018-01-18,1,121.0
TICK_14266,7cf011f302f46ab7b5e69b6461b32d8b,2017-06-28,shipping,2017-06-29,4,37.2
TICK_64083,1a32b53faf914452175c5464561e8f85,2017-02-07,shipping,2017-02-08,3,28.2
TICK_11696,7f3fc39c83759723562a0fa24e20622a,2018-06-06,product,2018-06-06,5,22.9
TICK_72843,2fac6c3ab1497f0c68cc020e97fe30f8,2018-05-30,payment,2018-06-03,5,107.1
TICK_43177,d0b60387af8a3663e436b9852694356d,2017-12-14,product,2017-12-15,4,34.6
TICK_83996,17089785734f497b2cd404fc39932fda,2017-07-17,shipping,2017-07-18,2,33.9
TICK_12519,b9699b7bf33f35c934fd99c1c25bb2e9,2018-02-16,product,2018-02-19,4,84.5
TICK_87505,b9699b7bf33f35c934fd99c1c25bb2e9,2017-11-27,shipping,2017-11-29,5,54.2
TICK_93540,582ec2f9229bb3014866b31f73def34f,2017-05-27,other,2017-05-27,4,23.6
TICK_74605,a89e53e23892b105599b8701f6353a5a,2017-06-24,payment,2017-06-25,4,31.8
TICK_55218,8960ce4eea38d38519114455d943d56b,2017-12-30,product,2017-12-31,4,24.5
TICK_46974,890a87ab82ebd8875ee62996b9c6f067,2018-01-20,payment,2018-01-22,3,61.1
TICK_23976,df9f289fce3b2a96f6431807fbf632bb,2018-07-18,payment,2018-07-18,2,20.7
TICK_58038,0b0e95b0351bae7addd465ea17e4e4d9,2018-05-26,other,2018-05-27,4,26.5
TICK_53099,b89d58bfd8cf424d18ea6f6a84ed311f,2017-04-22,payment,2017-04-23,4,35.5
TICK_12496,b89d58bfd8cf424d18ea6f6a84ed311f,2017-02-16,product,2017-02-18,4,48.8
TICK_39457,d8c076f6f125bddf54ebbe55ebe1e92b,2016-12-20,product,2016-12-20,2,19.8
TICK_28896,0434f4ff62dd653e243ded765d430c6e,2017-10-30,shipping,2017-11-02,1,86.8
TICK_85811,8372eb499d7f5baf1f41b42cd6597074,2017-09-15,shipping,2017-09-16,4,37.0
TICK_30245,c89fc94a8e99d8fb2237d7edd4b3384c,2017-07-28,other,2017-07-28,5,21.6
TICK_97108,74d3b928afa7a5a2898679551b835833,2017-02-14,product,2017-02-18,5,114.2
TICK_42789,2e9e510644901db368fe1e00af131345,2016-11-27,payment,2016-11-27,3,3.6
TICK_35843,8c23dbbb9406d2481448148ebc710ef5,2018-04-27,payment,2018-04-28,3,26.8
TICK_13373,6997c3deb214030818b1fd735ebe2581,2018-10-01,product,2018-10-02,5,38.3
TICK_60220,0ed12a282f15b7be4099d4fb16c0c232,2017-03-27,other,2017-03-29,3,60.7
TICK_11768,0ed12a282f15b7be4099d4fb16c0c232,2018-04-23,other,2018-04-24,3,26.3
TICK_60416,0ed12a282f15b7be4099d4fb16c0c232,2018-05-16,other,2018-05-16,4,14.9
TICK_67616,4fb2f8d99a3b899e816ea27508196089,2017-02-18,product,2017-02-19,5,28.4
TICK_10404,92ad887388f84f3df2ba6b2249cecc3a,2016-10-26,shipping,2016-10-27,5,38.1
TICK_13308,92ad887388f84f3df2ba6b2249cecc3a,2017-12-20,other,2017-12-20,5,12.4
TICK_26410,c02a6990593c8e099095ecef024194ea,2017-12-18,other,2017-12-19,4,43.0
TICK_34611,c02a6990593c8e099095ecef024194ea,2018-06-16,product,2018-06-18,2,64.6
TICK_93656,75ab1671ae03662536b06efb3762bde3,2018-09-25,shipping,2018-09-26,5,36.5
TICK_67892,652950605dbe0ab0be6b640cf23c12a3,2017-09-13,shipping,2017-09-13,4,16.8
TICK_76413,4b78148f94840e5bdc6f06d8b2362200,2016-10-29,product,2016-10-29,4,17.8
TICK_22815,7c93fdee2bef9805081b51d931b99bc7,2017-04-14,product,2017-04-15,4,44.3
TICK_47795,56dc5cd1f1139873dd8df0c85489ef2c,2018-08-08,product,2018-08-08,5,20.8
TICK_34254,892b4b41830746635f341030c1564ad1,2017-02-24,product,2017-02-26,3,62.9
TICK_27357,d8eae12eae299f031d70dcbe066d57bd,2018-08-11,product,2018-08-14,4,80.8
TICK_82759,6d7f7138d2c8c74549dd30dc4e2d56e6,2018-02-11,shipping,2018-02-15,4,101.1
TICK_98800,e978df5aa1ae62d8844d55cfff14c2d6,2018-08-29,shipping,2018-08-29,4,6.3
TICK_11263,30d7816f8e28564779e017bebac41d39,2018-08-17,shipping,2018-08-18,5,46.3
TICK_25608,3190d3289eeb987b3874ac2b14fd913f,2018-03-27,payment,2018-03-27,5,14.7
TICK_12717,3190d3289eeb987b3874ac2b14fd913f,2017-07-29,product,2017-07-31,5,57.4
TICK_12175,40a3b852bc7f051670b0ad197fc59aca,2017-08-20,shipping,2017-08-20,4,18.4
TICK_11713,b1625842d297abe930e04274ac7f13a3,2018-07-15,payment,2018-07-15,4,8.1
TICK_85295,c8276c7dea2e79481adcd0bb48873ec9,2018-04-19,other,2018-04-19,4,15.4
TICK_88974,bc05e5ea87ea7d4c3fb7acc1821c7ceb,2017-01-31,product,2017-02-01,3,43.0
TICK_81101,bc05e5ea87ea7d4c3fb7acc1821c7ceb,2017-05-18,other,2017-05-18,4,19.8
TICK_44233,827ec074a70a7c08c2b9e7af20bf0287,2018-04-16,other,2018-04-17,5,31.3
TICK_79889,d96e56d19ecb5dbab5dcf308b5896258,2018-09-08,shipping,2018-09-08,3,11.5
TICK_20998,96e58fd0928ffbeb0a2fca4506a24e5e,2017-07-01,product,2017-07-02,3,42.7
TICK_29074,dd9a99a98bd9d0fb502fefdd2b6eed39,2017-07-26,shipping,2017-07-28,4,67.8
TICK_94456,50fe74772bbe79551d435c4a6437775d,2018-06-27,product,2018-06-30,5,83.0
TICK_85570,6aa6e3750467bce6dc1a4ab34cd2456b,2017-08-26,shipping,2017-08-26,4,8.8
TICK_99293,002ebb669a34b9e79c88efc755e95322,2018-04-28,other,2018-04-29,3,41.7
TICK_88539,385ad726431f19652a724047cf1bc085,2018-04-11,shipping,2018-04-15,4,102.8
TICK_98318,ba4d4ea45ed0789a39a2546c52b078ef,2017-06-03,payment,2017-06-03,4,16.5
TICK_98639,3a0a5fd64eaf4a5c0e60300434ec496e,2017-02-01,shipping,2017-02-02,4,41.1
TICK_93747,12d6279ed7cea96f67b94e2b600deee1,2018-05-03,shipping,2018-05-04,3,37.5
TICK_83786,2ecb17e36f928982da214aaae7f2d7aa,2016-10-22,shipping,2016-10-23,4,24.4
TICK_54575,04d8d0c6bd78f05603c4f61c2b70447f,2017-09-18,payment,2017-09-20,3,68.2
TICK_84065,2aa1ff5c1969377d2e079814478486e0,2017-07-29,other,2017-07-31,5,56.8
TICK_88024,52a76bd19c7bb19417adef1b8d5865c9,2018-08-27,shipping,2018-08-27,4,24.0
TICK_80901,30e90d4c04c8faf928fe017f115ac776,2016-10-13,product,2016-10-13,2,12.7
TICK_81366,691baba358611db5368f5441c8975113,2017-09-21,other,2017-09-21,4,9.1
TICK_30498,46742eaea64c916d632b97c24f6b8da2,2018-02-05,product,2018-02-07,3,68.0
TICK_89397,10bbc2e28e8d9aada22254f4d45a9fd4,2018-08-20,other,2018-08-21,2,33.2
TICK_93186,10bbc2e28e8d9aada22254f4d45a9fd4,2017-02-03,shipping,2017-02-06,5,80.0
TICK_93076,10bbc2e28e8d9aada22254f4d45a9fd4,2016-11-03,shipping,2016-11-04,5,39.6
TICK_10728,0a986427b1138350ebc9779dca1e4993,2017-10-16,shipping,2017-10-18,5,55.0
TICK_26852,9e5336e351aa9e91f0be9f38f189d097,2017-07-23,shipping,2017-07-24,5,30.1
TICK_84464,59cac1762d59c78c991fbd9e3cd06bdf,2017-08-15,product,2017-08-16,3,39.6
TICK_52807,2b7205e135a29c8709e4fc061f25c750,2018-08-30,payment,2018-09-01,5,52.4
TICK_91816,ed71acb598f20ff831497c147d62abbd,2017-08-10,payment,2017-08-11,2,26.7
TICK_36930,e240eff137fb7e448e220313021b903a,2018-02-09,other,2018-02-10,5,29.2
TICK_65295,91a894fe53bd1472d31c66b0b90d88ce,2017-01-09,shipping,2017-01-11,3,59.6
TICK_40701,0927c6f66e76131f9ab61f7e170d6724,2018-06-15,shipping,2018-06-16,5,29.7
TICK_75670,549a9f5b9ac02e302a38f2e14c8929a3,2017-11-11,shipping,2017-11-11,5,21.3
TICK_14012,04de67fa7a027d728d72f1666bdced68,2016-11-30,product,2016-11-30,4,16.9
TICK_21036,39d88d9deb2cbd4dac8469627360099f,2017-05-04,product,2017-05-05,3,33.7
TICK_96191,69fc759c2dd1b4ca51e0ffc8fa632455,2017-09-02,other,2017-09-04,4,67.7
TICK_51948,5094b2ab4ab45dae312e6ab507e29c03,2017-09-26,shipping,2017-09-26,5,17.3
TICK_30904,3d276542cf8bf4318da2597f419334a2,2017-06-20,other,2017-06-22,5,65.7
TICK_75351,702e844f1c2e77ce0d9cb9211c7c19e4,2018-06-16,payment,2018-06-18,4,71.9
TICK_65934,8399f53660e61c830a30beaf52472f10,2016-11-01,shipping,2016-11-01,5,18.7
TICK_44546,8399f53660e61c830a30beaf52472f10,2017-04-20,product,2017-04-20,4,18.2
TICK_98991,0ab760a37d890cd1ebc3bf0d7d5f5ad4,2017-04-02,shipping,2017-04-02,4,20.2
TICK_22542,7cda83c1b0ab225fe4afb8d9d28c7fb5,2017-06-24,payment,2017-06-24,1,10.4
TICK_84268,fcd909bbcc659f6100bf2a987d65aca5,2017-04-02,shipping,2017-04-03,3,41.7
TICK_64001,44273202e14786abae757d5cd54ebba9,2017-11-12,shipping,2017-11-14,4,71.2
TICK_61145,492d7832f942e0e4b353854ad83c295a,2018-03-10,shipping,2018-03-11,1,25.5
TICK_19557,e2e7b99a84f1f5750cceb5225962c877,2017-04-22,other,2017-04-22,4,12.7
TICK_41116,213133b1f3d6d32a0380333e4ff1102c,2017-12-15,shipping,2017-12-15,4,5.6
TICK_88004,213133b1f3d6d32a0380333e4ff1102c,2017-06-06,product,2017-06-07,2,36.0
TICK_62996,507d2314a1a7b2f0b0f8938b474a7ee4,2018-08-29,product,2018-08-30,3,45.9
TICK_53601,e0b5c02e4e99820c10b5fc8a50576537,2016-11-30,shipping,2016-12-02,5,58.8
TICK_78664,735cdc6f61c25a60d0c9436b6205eda4,2018-07-31,other,2018-08-01,4,31.6
TICK_38735,e7214f2cd8744c2d6d53e74e226ad9de,2016-12-26,product,2016-12-27,4,37.4
TICK_46272,e79f3050c5e88a95a083b36f0ddb3f49,2017-12-31,product,2018-01-01,5,27.8
TICK_79900,c23fb30a729329aaf217f168be86abd8,2017-12-18,payment,2017-12-18,5,18.9
TICK_10801,50d6ad553ced2c384c4640e77c389f07,2018-08-29,shipping,2018-08-31,5,49.7
TICK_86640,50d6ad553ced2c384c4640e77c389f07,2016-12-31,shipping,2017-01-02,4,52.6
TICK_20899,ce4e4cd67d44364a45427521da9c03c5,2017-05-16,product,2017-05-18,5,71.0
TICK_21540,148058a31cfe793e8ec06bd886364af8,2017-06-21,shipping,2017-06-23,5,69.6
TICK_72390,49c2ab6071500a48ac48b8c4f910ef09,2018-07-15,product,2018-07-16,4,31.3
TICK_74233,17f213c0ec73d313a15ffd954cab9a5c,2017-03-20,product,2017-03-22,3,70.3
TICK_83661,8c89ab30610f6af8d8724259d0c5aa80,2017-09-19,product,2017-09-21,4,50.4
TICK_41320,3651260dcfacc8962f8ba0a0df6000cf,2017-03-05,other,2017-03-05,4,5.6
TICK_54788,39e2660b6789a449d35bd48bc54999dd,2018-07-25,product,2018-07-26,3,33.4
TICK_72204,f5f98b8b49e81546b497efacf2b9a261,2017-11-05,product,2017-11-06,3,46.8
TICK_41034,653aab8386291bc37ce2475f7e449195,2017-09-10,payment,2017-09-11,4,25.6
TICK_28812,37566e2c7b3fc323c530b838b0178401,2016-10-21,shipping,2016-10-22,3,36.5
TICK_32339,1fc6b9b7c6e90a06ae0df125df34e37c,2016-11-16,shipping,2016-11-17,3,35.0
TICK_20956,6ab2063710261f746ac7ad58c7a8b29c,2018-07-30,other,2018-07-30,5,20.2
TICK_59337,bee5ac61e1c115db72e7c6843a3d1932,2017-04-23,other,2017-04-25,3,67.8
TICK_24766,0d11768f8cd705b25a798904dbf01693,2016-12-31,shipping,2017-01-03,3,83.2
TICK_34299,5b7312052e4b59e6ca49d9d81216f832,2017-07-24,shipping,2017-07-25,4,26.8
TICK_93462,a63e6d9ad4758e94c0aa0d3611efc569,2018-01-09,payment,2018-01-09,2,10.9
TICK_62880,df7430050b2e4f6ea2a199eb90bc4d7b,2017-02-21,other,2017-02-21,1,15.1
TICK_74930,df7430050b2e4f6ea2a199eb90bc4d7b,2017-11-15,shipping,2017-11-15,5,13.5
TICK_16875,9688408b34c468b57cd16b38bb6a5e99,2017-02-09,other,2017-02-11,5,49.2
TICK_87198,eb4322f80db384bab3386bbcb619ecc1,2017-05-08,product,2017-05-10,5,62.3
TICK_12143,95a9c3ab9abb53255cf892538cf22d01,2017-11-12,shipping,2017-11-12,2,17.0
TICK_23966,c892d1124348cf471a8853e3bbf51d73,2017-03-22,product,2017-03-23,4,31.3
TICK_80882,7496d369c45e3249794df2d9b132a3e3,2017-01-18,other,2017-01-19,3,35.1
TICK_76670,779e0edac139514814022d578f355a1a,2017-11-13,other,2017-11-16,5,84.6
TICK_64952,15652e306d7c3e9098df857da0db3201,2017-02-12,payment,2017-02-12,5,11.2
TICK_94469,206470b6a1520866e1b6e96ad157cbd6,2017-05-28,product,2017-06-01,4,96.8
TICK_32702,34f80b9244825343565349663a9f0439,2017-10-18,product,2017-10-20,5,68.7
TICK_26670,93981a3a039274f7c0f9dfaa22318d78,2016-11-19,shipping,2016-11-21,3,69.6
TICK_83992,9d3247c9ba072a69095e08c07dfd1341,2016-11-15,shipping,2016-11-16,4,29.7
TICK_37232,342dc8988d373818c60d8a3ca1c5c730,2017-12-29,payment,2017-12-31,5,52.8
TICK_67871,88d87ad44ce535620cb1e78dc9f72347,2017-09-16,payment,2017-09-25,5,223.8
TICK_96476,d9aa0fd51600102c2e7bdf3bf1649250,2016-10-23,product,2016-10-26,5,87.1
TICK_42638,c297e17b11dce86ab05956099fd565df,2018-05-25,shipping,2018-05-26,2,44.1
TICK_28083,c297e17b11dce86ab05956099fd565df,2017-09-09,payment,2017-09-10,5,40.0
TICK_92534,5c51fe11e0c3a016201653955c6090ee,2018-06-27,shipping,2018-06-28,1,45.8
TICK_54648,409334e233daee55eb33a208c8295db2,2018-07-23,shipping,2018-07-24,4,34.4
TICK_90117,8f11960c5362b638c98994092e0a45d2,2017-08-25,other,2017-08-26,4,36.9
TICK_49610,b438c24cfcda41551bffe94603b98c68,2017-06-02,shipping,2017-06-03,4,25.6
TICK_89031,d5a05105ca56c78f891ac602bc7d7f07,2018-07-13,shipping,2018-07-15,3,53.2
TICK_99961,d5a05105ca56c78f891ac602bc7d7f07,2018-08-07,payment,2018-08-09,2,54.5
TICK_86281,a59963e5779a42b59dc63a3ca0bd417c,2016-11-01,product,2016-11-01,5,9.8
TICK_88749,36c6a1e2e38bc30f8e25c2541de9bba7,2017-08-08,shipping,2017-08-09,4,31.5
TICK_36615,8f3f527075edc71580c9966f7e4ae27d,2017-10-04,shipping,2017-10-04,4,21.9
TICK_78411,d2de2cde46b0f64228fb64eab3cd79c1,2017-08-18,product,2017-08-21,5,73.5
TICK_78640,ddc516c1e6ebded0c74cbfbe34f1269f,2017-09-21,product,2017-09-21,4,13.0
TICK_93316,d27699950318f5683014e2d58dd75cc1,2017-10-14,other,2017-10-14,5,5.2
TICK_51994,9c5e881d4f16a4163a6590eb6c34aee0,2017-04-29,payment,2017-05-01,3,60.4
TICK_86124,9c5e881d4f16a4163a6590eb6c34aee0,2018-08-15,other,2018-08-17,4,66.9
TICK_22173,b014312ebd8173045d3f3b0770ab79a4,2018-06-30,product,2018-07-01,5,45.4
TICK_39035,3574e3f3077997227adc80e77e1ecf79,2018-01-26,other,2018-01-27,4,46.0
TICK_60561,1265125ec446b88b4079ce368f6e9595,2018-02-26,shipping,2018-02-26,4,10.8
TICK_66413,0176ec1982f9f3aa628de3a506191769,2018-09-03,product,2018-09-04,5,45.5
TICK_99654,f5d6c53db4d6e6bbc1a7bd44b276eabe,2018-07-21,shipping,2018-07-23,2,54.1
TICK_35033,d3771c25af3818130bac73c3951781f1,2017-07-06,shipping,2017-07-06,4,8.7
TICK_26994,5248c29eeab9341e2a39a0ef656147c6,2018-03-31,shipping,2018-04-04,4,107.1
TICK_14641,c26860c28284ae4ae0c44c2ddb8fbbac,2016-12-20,shipping,2016-12-22,5,50.2
TICK_71051,a85c9694bb212b94285c40933fd6191a,2017-01-23,shipping,2017-01-24,4,27.6
TICK_41289,a10bf76efea959603e21cbfc13bbf221,2018-03-20,payment,2018-03-21,4,44.0
TICK_14030,d8abb787789981db1a4fadceb55a7e35,2018-03-10,product,2018-03-11,2,27.3
TICK_48058,9dcc9444185f5ada27a85ffa89923137,2017-03-16,shipping,2017-03-16,5,5.4
TICK_50633,456e88746e116393262f6be40a43224f,2018-03-06,shipping,2018-03-08,3,60.8
TICK_42095,e21b14b7f304dbaa47523498853a47c9,2018-09-23,payment,2018-09-24,4,30.5
TICK_49686,4fbd85d024063c1f0ad130a3ddd6e01a,2016-11-29,payment,2016-12-02,3,89.2
TICK_74018,9fbabbe4238be3f2033ededc2d212b6d,2017-05-22,product,2017-05-23,1,30.5
TICK_48184,a08c3f511f37158bd7e1964e6efafa2a,2017-10-24,product,2017-10-25,3,31.8
TICK_77652,f940d63b2eea16e8ecf8704b38c79af3,2017-07-30,other,2017-07-31,4,25.4
TICK_59451,4ab32784b66dd82d47948d37a336621d,2018-04-06,shipping,2018-04-08,4,59.4
TICK_68483,859e69cb79da3f830588ac4774025a9a,2016-11-03,shipping,2016-11-04,4,25.9
TICK_53015,859e69cb79da3f830588ac4774025a9a,2017-05-18,other,2017-05-18,3,17.1
TICK_65573,d576252544d4d92d868e65ab3590cb77,2018-01-16,shipping,2018-01-17,5,35.9
TICK_25549,2c13b31ed30512fc84164e15692dcf53,2017-03-05,other,2017-03-05,2,5.0
TICK_26237,e827d6d66034a4a1dd0cdff18f7c372c,2017-06-12,payment,2017-06-12,4,10.0
TICK_80787,c8ccf6047e26411751b9ccf8a6a8ce27,2018-07-17,other,2018-07-17,4,14.4
TICK_63044,0352f19bde56346648596f642638c657,2017-04-05,shipping,2017-04-05,5,2.6
TICK_55650,6ca6a0afbb8df6facef50d4b7e5ee63c,2017-11-01,shipping,2017-11-03,2,49.5
TICK_99868,926b700a11f84407e1bf95edb9057784,2018-08-17,product,2018-08-18,5,35.5
TICK_70168,2ee4de7ea23d3e955ab725ec479db518,2016-11-24,payment,2016-11-25,5,36.2
TICK_26326,41d14dee386b72886a52f91141c811ed,2018-04-15,shipping,2018-04-16,5,29.6
TICK_19436,41d14dee386b72886a52f91141c811ed,2018-08-13,payment,2018-08-15,5,55.0
TICK_14622,69e7113f19863b835b93d61d5cef84fe,2018-01-27,payment,2018-01-27,3,12.9
TICK_10347,d03d5c0d58cfeefd79f0b7af50bbfb87,2018-05-02,shipping,2018-05-03,5,37.2
TICK_98447,b5ab548fed7a0ef3428bf663b9cc593d,2017-07-29,product,2017-08-01,2,89.6
TICK_81146,3e0c0674e2aa2cd249bc32ec8e472d00,2018-08-19,shipping,2018-08-19,4,12.1
TICK_32776,e7ac1a214498dd63097ab1c73d67c5d3,2017-09-27,shipping,2017-09-28,1,33.3
TICK_43517,4e067fb6e20c27d9fb61342c64647181,2016-10-17,shipping,2016-10-20,5,94.2
TICK_97124,95759d9c114986f32e7420bc508ff3f2,2016-12-12,shipping,2016-12-17,3,129.6
TICK_36219,a69d0bacb0c135ea37032600687cd693,2018-04-16,other,2018-04-16,5,17.3
TICK_65146,f487d1e458323b7515501432ec6d8bc4,2017-03-29,other,2017-03-30,3,32.4
TICK_37852,10c0f0e11059fe82315114cb4f93ade6,2018-02-10,shipping,2018-02-10,4,15.5
TICK_21434,2fb25213583070dd575f4d64ceb760d4,2018-03-07,product,2018-03-08,4,34.0
TICK_70278,bbec89f3ce9883659829232500271d87,2018-01-03,shipping,2018-01-05,5,58.6
TICK_44546,d9e9b54e6283adbb56b08b7ff2859ce6,2016-11-02,other,2016-11-02,3,7.4
TICK_50470,aa49b4ab5daab2fcce2b1ccf32dd9b0b,2018-04-19,other,2018-04-19,3,13.4
TICK_93267,84c1606acc0b24087addbbb85be4ee28,2017-07-08,payment,2017-07-10,5,56.9
TICK_83357,2741d30aa289cae1b78c923cf31e6470,2018-09-08,other,2018-09-08,5,17.6
TICK_23915,046851b37261eacf29f855ea1af7a6d8,2016-11-18,shipping,2016-11-18,3,3.7
TICK_92278,ac73860abcda6b5fc9f2afdb4fb2acf5,2017-02-09,payment,2017-02-09,5,7.5
TICK_65018,0e452884350c12f7a85429773c5b6472,2017-11-22,payment,2017-11-24,4,60.8
TICK_82133,ce1ed97f1894d3dea32038a11c51c29c,2017-11-16,product,2017-11-16,5,19.1
TICK_72260,b62065e6e845c47cf75747ae0d1c3718,2018-07-04,product,2018-07-04,3,7.4
TICK_28417,9f1fed9d7e1e7cad76305ddd58f21815,2017-01-06,payment,2017-01-08,4,60.5
TICK_44555,2b1b6264591c5f876df616122f708d87,2018-07-26,payment,2018-07-31,1,126.3
TICK_23068,6d699e3ab0fd90fffb3d1379d937de77,2017-03-12,shipping,2017-03-13,3,47.2
TICK_18250,6d699e3ab0fd90fffb3d1379d937de77,2016-10-21,shipping,2016-10-21,2,6.9
TICK_62939,33582725a4904e1e970d0caafb0dd3c2,2016-10-22,shipping,2016-10-22,3,22.7
TICK_66919,76f1d2a2c6e86040dceadb280826855c,2016-11-02,product,2016-11-03,4,31.0
TICK_34407,2f3798854c73781e826856a4f3336bba,2018-09-14,shipping,2018-09-16,4,59.0
TICK_93443,2f3798854c73781e826856a4f3336bba,2018-09-11,product,2018-09-12,2,28.6
TICK_89292,71c5bb8cc5706d93c55624d75b9bcdd6,2018-03-22,shipping,2018-03-22,4,13.7
TICK_27797,e50e1d62ee7e61dc8bc6fc13a772acb0,2018-01-04,payment,2018-01-04,2,18.9
TICK_82612,e50e1d62ee7e61dc8bc6fc13a772acb0,2017-12-06,other,2017-12-07,5,38.5
TICK_86048,e50e1d62ee7e61dc8bc6fc13a772acb0,2016-11-20,other,2016-11-21,3,33.9
TICK_54621,dd155e203febe51ad0be9fbdd27ea20e,2017-05-10,shipping,2017-05-13,4,86.2
TICK_95199,1f1d262df96204aa695fa4f0075ea33c,2017-06-28,payment,2017-06-30,5,57.5
TICK_83685,1f1d262df96204aa695fa4f0075ea33c,2017-04-20,payment,2017-04-21,5,45.0
TICK_56066,cc8ba8550092fa3b4806cdb82e4892ba,2017-05-07,shipping,2017-05-10,4,81.0
TICK_83824,d16ddf649debf65863ac0f1738584de9,2017-09-12,shipping,2017-09-15,4,84.9
TICK_51743,d7e3bdcb55d1c2afb2e0973df1c22cb9,2017-10-03,shipping,2017-10-07,5,99.7
TICK_65658,d3195197238054c36312c802372c387d,2017-03-26,payment,2017-03-27,4,37.1
TICK_33102,d06974cc9b629b0bb77a7c8a43b6e7a4,2017-08-20,product,2017-08-23,2,84.2
TICK_69615,9b2ba7cb3cb15bba2ada6a34cb7188ea,2016-12-24,product,2016-12-25,3,42.8
TICK_45912,e895647c3d61dae1606151534adb3acc,2017-10-01,product,2017-10-02,4,36.7
TICK_36342,d89233bb26267fbe7854eb9fde2ceb84,2017-01-28,payment,2017-01-29,5,40.7
TICK_99708,755e256c7a05f319e195cde33d095d4f,2018-07-22,other,2018-07-23,2,25.5
TICK_26518,34a2a828531db1ef9254ee073b8aa9d3,2017-01-10,payment,2017-01-10,1,14.1
TICK_60790,f2124e5103115cd6f588c973edb51c1d,2017-12-22,payment,2017-12-23,5,42.0
TICK_91199,df70c9bae41a54346a85344839a3cfc2,2017-06-09,shipping,2017-06-10,4,34.4
TICK_98355,031862760897c48f91efd54f6545e895,2017-11-11,other,2017-11-11,5,9.3
TICK_79106,3e0e5aaf61ff8e42e42ae1f14a71540a,2017-08-09,product,2017-08-09,4,4.1
TICK_69203,605645fcbab47e76cb9f4b7432a0ece8,2017-11-30,other,2017-12-02,3,66.4
TICK_27917,e181c405b2194c93d04a3660b222a8ca,2017-12-16,other,2017-12-16,4,4.9
TICK_38068,8699d0149c8c7df92b6a8c3c0a272639,2017-12-04,product,2017-12-05,4,29.8
TICK_45422,3727a3314490e397e94c7d276ba8aca8,2017-03-12,shipping,2017-03-12,5,15.9
TICK_15646,3b54d85abc4690d0817b7b18ef469fc4,2018-02-11,product,2018-02-13,5,67.3
TICK_32238,782a99fb3433351a685f44522050331d,2017-07-28,shipping,2017-07-29,5,46.5
TICK_31330,5c55bfd2c2e052389bdc5c4b7a9d87e5,2018-07-16,product,2018-07-17,4,42.7
TICK_13469,4a87a0eb95dfb921f88334b7873d9410,2018-04-13,other,2018-04-14,2,26.2
TICK_12454,6b75e2df886b0fddea0581a52afb6968,2016-11-29,payment,2016-11-30,3,33.4
TICK_79575,6b75e2df886b0fddea0581a52afb6968,2016-11-02,other,2016-11-03,2,25.1
TICK_43469,2304a16c6f87e1596b00b5bfedf72fba,2017-06-02,payment,2017-06-03,3,38.3
TICK_55827,2304a16c6f87e1596b00b5bfedf72fba,2017-02-02,other,2017-02-03,4,40.9
TICK_58567,1ec9ed4ef12aeabae2c3adb1f514006d,2018-07-14,shipping,2018-07-16,4,51.2
TICK_84443,660e0dca520294ab5ff435d0298627f9,2018-04-09,shipping,2018-04-09,4,9.7
TICK_68375,ea1d4ec39f9bf905313d548b80cba47b,2017-01-07,shipping,2017-01-08,2,45.8
TICK_76996,ea1d4ec39f9bf905313d548b80cba47b,2018-02-17,other,2018-02-18,3,38.3
TICK_10756,1fb8ff22dad231d26fc7ecde2e2dc27a,2017-05-28,other,2017-05-31,2,78.8
TICK_42500,db9f09e1ec1d7c46410b18e080e6b76f,2017-08-20,shipping,2017-08-22,5,59.3
TICK_22245,b508681ed2399a6483ee9e5117baa082,2017-08-29,other,2017-08-31,3,70.4
TICK_10149,b508681ed2399a6483ee9e5117baa082,2016-12-07,shipping,2016-12-11,5,103.9
TICK_30980,f719c61944872ed2e2a08e03b8902c11,2018-02-20,payment,2018-02-20,3,12.6
TICK_99812,d1d8f6f3210077720e90daf13b9e3481,2017-01-17,shipping,2017-01-21,4,105.4
TICK_21500,96f23010acf228a3e2c2effec8ae8337,2017-04-08,shipping,2017-04-11,2,81.1
TICK_33755,6c25309593351b489bdf6acb8e186375,2016-11-04,payment,2016-11-04,5,23.3
TICK_65388,0aae2862f8eac77f10a34f44860720ac,2018-09-28,product,2018-09-30,3,52.0
TICK_32660,9ed6e75482bada0a5921948f38a7f1ee,2018-03-07,payment,2018-03-11,5,106.8
TICK_18038,35026c49c3db4516456765fc5df0bcff,2017-09-26,other,2017-09-27,2,37.8
TICK_80687,35026c49c3db4516456765fc5df0bcff,2017-07-02,other,2017-07-03,5,26.4
TICK_38920,3cff79bc3cc73ae212fbc01eb269acfe,2018-08-31,product,2018-08-31,4,11.5
